,timestamp,buyer,seller,symbol,currency,price,quantity
1840,256700,Ruby,SUBMISSION,STARFRUIT,SEASHELLS,4957,6
1841,256700,Ruby,Vladimir,STARFRUIT,SEASHELLS,4958,1
1842,256900,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4957,1
1843,257000,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
1844,257100,,SUBMISSION,STARFRUIT,SEASHELLS,4959,1
1845,257100,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4959,1
1846,257600,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4956,1
1847,257600,Vinnie,Remy,AMETHYSTS,SEASHELLS,9996,1
1848,258000,Valentina,Remy,AMETHYSTS,SEASHELLS,9998,1
1849,258200,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,2
1850,258200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4955,2
1851,258400,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,5
1852,258400,,SUBMISSION,STARFRUIT,SEASHELLS,4957,9
1853,258400,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4955,1
1854,259300,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
1855,259300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4955,1
1856,259400,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,3
1857,259500,Remy,Valentina,STARFRUIT,SEASHELLS,4957,1
1858,259800,SUBMISSION,,STARFRUIT,SEASHELLS,4951,7
1859,259800,SUBMISSION,Adam,STARFRUIT,SEASHELLS,4951,2
1860,260000,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
1861,260200,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
1862,260200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4953,1
1863,260300,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
1864,260300,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
1865,260300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4953,1
1866,260600,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
1867,260600,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4953,1
1868,260800,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
1869,261000,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4953,1
1870,261200,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
1871,261300,Remy,Ruby,AMETHYSTS,SEASHELLS,10002,1
1872,261500,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
1873,261500,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4953,1
1874,261600,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
1875,261700,Ruby,SUBMISSION,STARFRUIT,SEASHELLS,4955,6
1876,261800,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4955,1
1877,261900,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4954,1
1878,262200,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
1879,262200,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4957,2
1880,262400,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
1881,262500,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,2
1882,262500,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9998,2
1883,262800,,SUBMISSION,STARFRUIT,SEASHELLS,4959,7
1884,262800,Adam,SUBMISSION,STARFRUIT,SEASHELLS,4959,3
1885,262800,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4957,1
1886,262800,Adam,SUBMISSION,STARFRUIT,SEASHELLS,4959,4
1887,262900,Amelia,Valentina,STARFRUIT,SEASHELLS,4961,13
1888,262900,Remy,Valentina,STARFRUIT,SEASHELLS,4959,1
1889,263700,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4956,1
1890,263800,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
1891,264200,SUBMISSION,,STARFRUIT,SEASHELLS,4955,4
1892,264500,SUBMISSION,,STARFRUIT,SEASHELLS,4956,2
1893,264700,Valentina,SUBMISSION,AMETHYSTS,SEASHELLS,9998,1
1894,264800,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4957,1
1895,265000,Valentina,SUBMISSION,AMETHYSTS,SEASHELLS,9998,1
1896,265100,SUBMISSION,,STARFRUIT,SEASHELLS,4954,1
1897,265500,Valentina,SUBMISSION,STARFRUIT,SEASHELLS,4955,4
1898,265700,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
1899,265700,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4956,2
1900,265900,Vinnie,Remy,AMETHYSTS,SEASHELLS,10000,1
1901,265900,Remy,Remy,STARFRUIT,SEASHELLS,4958,1
1902,266000,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9999,3
1903,266000,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4955,1
1904,266300,SUBMISSION,,STARFRUIT,SEASHELLS,4953,1
1905,266300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4953,1
1906,266500,Remy,Valentina,STARFRUIT,SEASHELLS,4958,1
1907,266700,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
1908,266800,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
1909,266800,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4957,1
1910,267000,SUBMISSION,Ruby,STARFRUIT,SEASHELLS,4955,4
1911,267000,Rhianna,Valentina,AMETHYSTS,SEASHELLS,10002,5
1912,267000,Vladimir,Remy,STARFRUIT,SEASHELLS,4953,1
1913,267000,Vladimir,Ruby,STARFRUIT,SEASHELLS,4954,4
1914,267600,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
1915,268500,SUBMISSION,Amelia,STARFRUIT,SEASHELLS,4957,6
1916,268500,Valentina,Amelia,STARFRUIT,SEASHELLS,4955,3
1917,268800,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
1918,268800,SUBMISSION,,STARFRUIT,SEASHELLS,4957,4
1919,268800,SUBMISSION,Rhianna,STARFRUIT,SEASHELLS,4957,4
1920,269000,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
1921,269000,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
1922,269000,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4957,2
1923,269200,Adam,SUBMISSION,AMETHYSTS,SEASHELLS,10001,7
1924,269200,SUBMISSION,Valentina,STARFRUIT,SEASHELLS,4959,2
1925,269200,Remy,Valentina,STARFRUIT,SEASHELLS,4960,1
1926,269200,Adam,Vladimir,AMETHYSTS,SEASHELLS,10002,1
1927,269400,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9999,4
1928,269400,Valentina,Ruby,AMETHYSTS,SEASHELLS,9995,1
1929,269700,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
1930,269700,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
1931,269800,,SUBMISSION,STARFRUIT,SEASHELLS,4960,1
1932,269800,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4960,1
1933,269800,Rhianna,Valentina,AMETHYSTS,SEASHELLS,10002,1
1934,269800,Rhianna,Remy,AMETHYSTS,SEASHELLS,10002,2
1935,269900,,SUBMISSION,STARFRUIT,SEASHELLS,4961,1
1936,269900,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4961,1
1937,270100,Valentina,Remy,STARFRUIT,SEASHELLS,4956,1
1938,270200,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
1939,270300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4957,1
1940,270400,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,5
1941,270600,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4960,1
1942,270700,Valentina,Remy,STARFRUIT,SEASHELLS,4957,1
1943,270900,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
1944,270900,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4960,2
1945,271100,,SUBMISSION,STARFRUIT,SEASHELLS,4962,1
1946,271300,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,10
1947,271600,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
1948,271700,,SUBMISSION,STARFRUIT,SEASHELLS,4961,3
1949,271700,Adam,SUBMISSION,STARFRUIT,SEASHELLS,4961,4
1950,271700,Adam,SUBMISSION,STARFRUIT,SEASHELLS,4961,3
1951,271700,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4959,1
1952,271800,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
1953,272100,Remy,Valentina,STARFRUIT,SEASHELLS,4962,1
1954,272200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4958,1
1955,272300,Rhianna,Valentina,AMETHYSTS,SEASHELLS,10002,2
1956,272700,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
1957,272700,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
1958,272800,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
1959,272800,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
1960,272800,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4962,1
1961,273400,SUBMISSION,Amelia,AMETHYSTS,SEASHELLS,9999,2
1962,273400,SUBMISSION,Amelia,AMETHYSTS,SEASHELLS,9999,6
1963,273700,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,9
1964,274200,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4964,1
1965,274800,SUBMISSION,,STARFRUIT,SEASHELLS,4960,9
1966,274800,SUBMISSION,Adam,STARFRUIT,SEASHELLS,4960,1
1967,274800,SUBMISSION,Adam,STARFRUIT,SEASHELLS,4960,7
1968,274800,Valentina,Adam,STARFRUIT,SEASHELLS,4960,1
1969,275000,,SUBMISSION,STARFRUIT,SEASHELLS,4964,1
1970,275000,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4964,1
1971,275600,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
1972,275600,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
1973,275700,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
1974,275800,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
1975,276500,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
1976,276500,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
1977,276800,Rhianna,SUBMISSION,STARFRUIT,SEASHELLS,4964,4
1978,276900,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
1979,276900,,SUBMISSION,STARFRUIT,SEASHELLS,4965,1
1980,276900,Rhianna,SUBMISSION,STARFRUIT,SEASHELLS,4965,4
1981,277000,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,2
1982,277000,SUBMISSION,,STARFRUIT,SEASHELLS,4962,1
1983,277000,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4962,1
1984,277000,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4962,2
1985,277800,Valentina,Rhianna,STARFRUIT,SEASHELLS,4962,5
1986,278000,Valentina,SUBMISSION,STARFRUIT,SEASHELLS,4963,4
1987,278100,SUBMISSION,,STARFRUIT,SEASHELLS,4961,1
1988,278200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4962,1
1989,278200,Valentina,Rhianna,AMETHYSTS,SEASHELLS,9998,3
1990,278500,SUBMISSION,Amelia,AMETHYSTS,SEASHELLS,9998,1
1991,279300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4961,1
1992,279400,SUBMISSION,Amelia,AMETHYSTS,SEASHELLS,9998,2
1993,279400,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,2
1994,279400,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4962,2
1995,279900,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
1996,279900,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4962,2
1997,280200,Vladimir,Rhianna,STARFRUIT,SEASHELLS,4960,2
1998,280300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4961,1
1999,280400,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
2000,280400,SUBMISSION,Rhianna,STARFRUIT,SEASHELLS,4962,3
2001,280400,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4964,2
2002,280500,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,6
2003,280900,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,10000,2
2004,281000,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,3
2005,281100,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,5
2006,281100,Rhianna,SUBMISSION,AMETHYSTS,SEASHELLS,10002,5
2007,282200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4963,1
2008,282400,Rhianna,Vladimir,AMETHYSTS,SEASHELLS,10002,1
2009,282500,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9999,2
2010,282600,Ruby,SUBMISSION,STARFRUIT,SEASHELLS,4965,5
2011,282600,Ruby,Valentina,STARFRUIT,SEASHELLS,4968,8
2012,282700,,SUBMISSION,STARFRUIT,SEASHELLS,4967,1
2013,283100,SUBMISSION,Ruby,STARFRUIT,SEASHELLS,4963,6
2014,283300,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
2015,283300,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
2016,283300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4965,2
2017,283600,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
2018,283700,Valentina,SUBMISSION,AMETHYSTS,SEASHELLS,9998,1
2019,284000,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
2020,284300,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
2021,284500,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,2
2022,284500,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4962,2
2023,284700,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4961,1
2024,285100,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
2025,285100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4962,1
2026,285200,,SUBMISSION,STARFRUIT,SEASHELLS,4966,1
2027,285200,Ruby,SUBMISSION,STARFRUIT,SEASHELLS,4966,5
2028,285700,SUBMISSION,Amelia,AMETHYSTS,SEASHELLS,9998,2
2029,285700,Vinnie,Adam,STARFRUIT,SEASHELLS,4961,2
2030,286000,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,9998,1
2031,286000,Valentina,SUBMISSION,STARFRUIT,SEASHELLS,4963,4
2032,286000,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4963,2
2033,286500,Amelia,SUBMISSION,STARFRUIT,SEASHELLS,4962,10
2034,286900,SUBMISSION,Rhianna,STARFRUIT,SEASHELLS,4960,2
2035,287000,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,10
2036,287000,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4962,1
2037,288100,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,4
2038,288100,Rhianna,SUBMISSION,AMETHYSTS,SEASHELLS,10002,4
2039,288100,Rhianna,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
2040,288100,SUBMISSION,,STARFRUIT,SEASHELLS,4958,1
2041,288100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4958,1
2042,288600,SUBMISSION,,STARFRUIT,SEASHELLS,4958,4
2043,288600,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4958,1
2044,288600,SUBMISSION,Rhianna,STARFRUIT,SEASHELLS,4958,4
2045,288900,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
2046,288900,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4959,1
2047,288900,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4959,1
2048,289400,,SUBMISSION,STARFRUIT,SEASHELLS,4961,1
2049,289400,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4961,1
2050,289800,Amelia,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
2051,289900,Rhianna,Valentina,STARFRUIT,SEASHELLS,4961,3
2052,290200,SUBMISSION,,STARFRUIT,SEASHELLS,4957,1
2053,290200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4957,1
2054,290300,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
2055,290300,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
2056,290300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4960,1
2057,290800,SUBMISSION,,STARFRUIT,SEASHELLS,4958,1
2058,291400,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9999,4
2059,291400,SUBMISSION,,STARFRUIT,SEASHELLS,4960,1
2060,291400,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4960,1
2061,291500,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
2062,291500,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
2063,291600,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
2064,291700,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
2065,291700,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
2066,291700,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4960,1
2067,292200,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
2068,292300,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,2
2069,292300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4959,2
2070,292400,Valentina,Rhianna,STARFRUIT,SEASHELLS,4959,3
2071,292400,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
2072,292500,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,3
2073,292500,Rhianna,SUBMISSION,AMETHYSTS,SEASHELLS,10002,3
2074,292500,Rhianna,SUBMISSION,AMETHYSTS,SEASHELLS,10002,2
2075,292800,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4959,1
2076,292800,Remy,Remy,AMETHYSTS,SEASHELLS,10002,1
2077,293000,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4961,1
2078,293100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4959,1
2079,293400,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4959,1
2080,293500,Adam,SUBMISSION,STARFRUIT,SEASHELLS,4961,2
2081,293500,Adam,SUBMISSION,STARFRUIT,SEASHELLS,4961,3
2082,293500,Adam,Vladimir,STARFRUIT,SEASHELLS,4963,2
2083,293700,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
2084,293800,,SUBMISSION,STARFRUIT,SEASHELLS,4961,5
2085,293800,Rhianna,SUBMISSION,STARFRUIT,SEASHELLS,4961,5
2086,294200,Valentina,SUBMISSION,STARFRUIT,SEASHELLS,4959,5
2087,294600,SUBMISSION,,STARFRUIT,SEASHELLS,4956,9
2088,294600,SUBMISSION,Adam,STARFRUIT,SEASHELLS,4956,1
2089,294600,SUBMISSION,Adam,STARFRUIT,SEASHELLS,4956,4
2090,294600,Valentina,Adam,STARFRUIT,SEASHELLS,4956,4
2091,294700,SUBMISSION,Amelia,STARFRUIT,SEASHELLS,4957,8
2092,294700,Valentina,Amelia,STARFRUIT,SEASHELLS,4955,4
2093,294900,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
2094,294900,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4957,1
2095,295300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4958,1
2096,295700,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
2097,295700,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4960,2
2098,295800,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4958,1
2099,295800,Remy,Remy,AMETHYSTS,SEASHELLS,10002,1
2100,296200,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
2101,296300,,SUBMISSION,STARFRUIT,SEASHELLS,4963,1
2102,296300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4963,1
2103,296400,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9999,5
2104,296500,SUBMISSION,Ruby,STARFRUIT,SEASHELLS,4960,5
2105,296500,Valentina,Ruby,STARFRUIT,SEASHELLS,4958,5
2106,297100,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4963,1
2107,297200,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
2108,297300,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
2109,297400,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,5
2110,297400,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9998,2
2111,297400,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4964,1
2112,297400,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4966,1
2113,297500,SUBMISSION,Amelia,STARFRUIT,SEASHELLS,4963,3
2114,297500,Valentina,Amelia,STARFRUIT,SEASHELLS,4961,8
2115,297600,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
2116,297700,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
2117,297800,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,3
2118,297800,Rhianna,SUBMISSION,AMETHYSTS,SEASHELLS,10002,3
2119,298000,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
2120,298100,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,2
2121,298100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4962,1
2122,298600,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4965,1
2123,298700,,SUBMISSION,STARFRUIT,SEASHELLS,4968,2
2124,298800,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4967,1
2125,298900,Remy,Rhianna,STARFRUIT,SEASHELLS,4965,1
2126,298900,Valentina,Rhianna,STARFRUIT,SEASHELLS,4965,1
2127,299400,SUBMISSION,Amelia,STARFRUIT,SEASHELLS,4963,2
2128,299400,Valentina,Amelia,STARFRUIT,SEASHELLS,4961,9
2129,299500,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9998,5
2130,299600,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4964,1
2131,299700,Valentina,SUBMISSION,STARFRUIT,SEASHELLS,4964,1
2132,299700,Valentina,Vinnie,STARFRUIT,SEASHELLS,4964,1
2133,299700,Remy,Vinnie,STARFRUIT,SEASHELLS,4966,1
2134,300500,Valentina,SUBMISSION,STARFRUIT,SEASHELLS,4963,2
2135,300500,Valentina,Vinnie,STARFRUIT,SEASHELLS,4963,1
2136,300600,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,3
2137,300800,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
2138,300800,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4964,1
2139,301400,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
2140,301400,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4964,2
2141,301500,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
2142,301500,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
2143,301700,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4962,1
2144,301800,Valentina,Rhianna,STARFRUIT,SEASHELLS,4961,3
2145,301800,Valentina,Ruby,STARFRUIT,SEASHELLS,4960,11
2146,302100,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
2147,302100,SUBMISSION,Valentina,STARFRUIT,SEASHELLS,4964,2
2148,302100,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4966,1
2149,302100,Remy,Valentina,STARFRUIT,SEASHELLS,4965,1
2150,302200,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
2151,302400,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,4
2152,302400,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9998,1
2153,302400,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9998,4
2154,302500,Valentina,Remy,AMETHYSTS,SEASHELLS,9998,1
2155,302500,Valentina,Rhianna,STARFRUIT,SEASHELLS,4960,5
2156,302600,SUBMISSION,Ruby,STARFRUIT,SEASHELLS,4961,3
2157,302600,Valentina,Ruby,STARFRUIT,SEASHELLS,4959,4
2158,302800,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
2159,302900,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4961,1
2160,303100,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
2161,303100,Remy,Remy,STARFRUIT,SEASHELLS,4960,1
2162,303600,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9999,5
2163,303600,Valentina,Remy,STARFRUIT,SEASHELLS,4961,1
2164,303700,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
2165,303700,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
2166,303700,Valentina,Rhianna,STARFRUIT,SEASHELLS,4962,4
2167,303900,Valentina,Adam,STARFRUIT,SEASHELLS,4962,3
2168,303900,Vladimir,Adam,STARFRUIT,SEASHELLS,4962,2
2169,303900,Vinnie,Adam,STARFRUIT,SEASHELLS,4962,2
2170,304200,Valentina,Amelia,STARFRUIT,SEASHELLS,4961,8
2171,304200,Valentina,Rhianna,STARFRUIT,SEASHELLS,4962,4
2172,304800,SUBMISSION,Amelia,STARFRUIT,SEASHELLS,4961,1
2173,304800,Vladimir,Amelia,STARFRUIT,SEASHELLS,4960,4
2174,305100,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
2175,305700,Valentina,SUBMISSION,STARFRUIT,SEASHELLS,4961,1
2176,305700,Valentina,Vinnie,STARFRUIT,SEASHELLS,4961,4
2177,305900,Rhianna,SUBMISSION,AMETHYSTS,SEASHELLS,10000,3
2178,306200,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
2179,306200,SUBMISSION,Ruby,STARFRUIT,SEASHELLS,4962,1
2180,306200,Valentina,Ruby,STARFRUIT,SEASHELLS,4960,11
2181,306300,Valentina,Remy,AMETHYSTS,SEASHELLS,9998,1
2182,306500,,SUBMISSION,STARFRUIT,SEASHELLS,4966,1
2183,306700,Valentina,Rhianna,AMETHYSTS,SEASHELLS,9998,2
2184,307100,,SUBMISSION,STARFRUIT,SEASHELLS,4965,5
2185,307400,Valentina,Remy,AMETHYSTS,SEASHELLS,9998,1
2186,307500,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4962,1
2187,307900,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
2188,307900,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4964,1
2189,308000,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
2190,308000,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
2191,308200,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
2192,308200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4961,1
2193,308300,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
2194,308300,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
2195,308300,Valentina,Remy,STARFRUIT,SEASHELLS,4960,1
2196,308400,SUBMISSION,Rhianna,STARFRUIT,SEASHELLS,4961,2
2197,308500,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4961,1
2198,308600,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4960,1
2199,308700,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,4
2200,309600,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,2
